gene_name     synth_rate halflife
RDH14                0.9     19.1
HHAT                 1.1      5.2
ANXA8                1.4     12.4
LEXM                 2.1     19.2
SLC35A5              6.5      8.8
CSF2RB               1.3      9.2
P2RY2                3.3      7.3
DYNLRB2              0.8      7.9
KIN                  1.4     23.8
PLAA                16.8      3.6
ETFB                 1.7     26.3
OR56A5               3.5     19.9
LRCH2                1.6     16.0
IER5L                1.6      8.6
TPH2                 2.3     20.8
GZMM                 9.3     15.8
NUDT14               1.2     19.6
ENO4                 0.5     10.5
PPP1R11              1.5     16.8
MDGA2                3.5      6.2
SCD5                 7.2     10.4
ENDOD1               3.1     34.2
VRK1                 5.5     12.3
CEACAM16            11.2     11.8
PDCD5                0.1      5.8
CNPY3                0.9      8.8
KXD1                 0.6     11.9
FRS2                 2.0      5.5
TMEM169              1.9     22.0
KRTAP20-3            3.6     26.5
TULP4               10.2     24.5
RFC2                 0.7      3.9
PEF1                 1.5     13.3
RPP14                2.2      7.6
CD40LG               5.8     13.4
OR13C3               1.3     20.3
RAB11A               1.9     29.2
PRKG2                5.5     14.8
SLC4A8               2.2      9.8
CHST10              14.4     14.8
FAM186A              0.4      7.7
BBS10                0.7     24.6
SLC34A2              2.5     10.3
PGR                  1.4     10.5
PTPRG                0.9     12.6
AGAP5                2.9      8.3
MED8                 1.0      6.7
FAM127C              0.5      7.4
RP11-540D14.8        5.7     12.2
FCHO1                6.7      9.2
CELA3A               5.1     29.4
RPL39                2.6     22.1
PRKCD                3.8      5.7
WDR62                5.5      7.4
SALL3                0.8      9.8
C5                   4.1     18.3
HDAC9                1.2     11.9
CACHD1               1.5      8.9
CCER1                1.1      8.1
MTBP                 2.0     11.2
CH17-296N19.1        2.7     14.2
RBP1                 0.7      9.3
SURF4                6.7     18.1
S100A7               1.2     11.0
HAO1                 6.9     17.2
ATP9B                1.0     17.4
WDR17                5.6     11.7
WNT10B              11.9     17.8
NLRP6                0.4      8.1
CHRM3               11.7     13.0
CLTC                 4.9     24.1
RYR2                 1.0     11.1
ZSWIM4               6.0     17.4
RP11-347C12.1        3.6     16.0
NCAPG                0.4     11.2
NCAPH                1.7      9.2
MOS                  1.2      6.9
CT47A1               1.1      8.9
TMPRSS7              2.1      3.2
TOR1A                2.7     10.3
OXGR1                7.3      9.4
ITPR2                1.0      8.8
BCKDHA               2.2      8.5
COLQ                 0.4      5.3
REP15                8.2      7.5
TIAM2                1.8     15.3
APBA1                3.0      6.0
SMIM6                1.0     25.2
ARNT2               22.1      7.1
APELA                6.3      9.8
GPD2                 3.0     15.1
FGD3                 0.6     16.3
zucchini             3.2      8.1
MOCS3                0.9      8.8
GIMAP7               2.0     15.9
ZDHHC9               1.3     13.8
TEAD3                3.2     15.2
ADGRD2               1.5     12.7
PPP1R3G              1.3      9.3
TOB2                11.7      9.9
PTPRQ                3.1      9.5
ADSSL1               0.2     12.3
ALOX15B              1.2      8.4
MSH6                 9.8      8.7
NDUFS7               4.6     17.2
TRAPPC13             4.2     19.7
OSR1                 1.6     14.7
HKR1                 7.8      8.6
EDC3                 2.3      6.2
PANX1               10.4     20.4
ITGB3BP              0.7     10.6
TULP2               12.0      8.5
AL513523.2           9.2      8.5
PTH                  3.9      5.3
SLC22A9              0.7     20.1
RBM34                7.0     11.0
TAX1BP3              5.1     30.7
LRRC45               0.7     19.8
RBPJL                7.5      8.1
OR52E4               2.0     19.9
TM7SF3               0.6      8.6
REG1B                2.7     10.7
TIGD4                1.5     10.8
LDHB                 4.2     18.4
AC108938.5           3.0      4.3
LPAR2                2.2      6.5
CFAP69              14.5      6.5
NCBP1                0.5     14.6
DCP2                 0.5     10.3
TMC7                 5.8     16.9
UACA                 9.5     11.5
CAB39L               7.5     16.7
CPNE1                4.1     23.3
ATF3                 3.5      7.0
FITM2                5.3     20.0
LYRM2                1.6     15.7
UGT1A5               3.9     20.9
CTSC                 5.0     14.2
UBB                  5.8     11.7
JUNB                 1.7     13.6
DNAJC7               2.2     19.1
DDX56                2.7     12.8
FUT2                 8.7      5.6
OR4C6                3.9     34.7
MGST1                1.9     17.6
GDI2                 1.2     14.8
LIMS3                2.3      6.9
COQ9                 2.4     15.0
CES4A                0.8     21.9
ZNF511-PRAP1         1.3     12.8
RHOV                 0.7      6.4
TCEA2                7.2     19.3
FGFRL1               2.1      9.5
PAFAH2               0.9      8.0
ITGA7               13.9      9.2
SAP18                0.8     28.2
MED15                3.2     12.1
CYTH1                3.4     14.1
NANOS3               2.2      8.3
ALAS2                1.0     22.0
HNMT                 2.6     11.3
HCFC1                3.8      5.1
RASGRF1              1.0     53.4
BHLHE22              0.8     31.8
MANBAL               2.5     20.4
SNURF                1.2      3.5
ZNF835               3.0      4.1
TMEM192              2.1     11.7
ATPAF1               6.9      5.9
RP11-249C24.12       1.5      8.1
TM4SF20              5.1     20.2
DNAJC5B              2.7     18.4
CTNND2               0.4      7.1
SLC9B1               0.6      8.2
TMTC3                2.1      8.2
CAD                  4.0      9.2
GAL3ST3              0.5      9.0
GMPPB                2.1     13.8
CSNK2B               2.0     14.7
UBAP1L               1.8     11.2
MPV17                6.8      8.2
C6                   0.4     24.6
PCDH15              45.8     32.7
CAPN5                0.8     10.0
POU5F1               0.4     13.1
PRLR                 0.9     13.7
CCR6                 1.6     13.3
PPP2R2B              5.9     18.6
CTB-54O9.9           0.3     13.2
MRVI1                1.1     10.9
SRPX2                2.6     13.2
STK16                0.7      5.5
TMEM237              0.5      9.6
FOXR1                0.9     16.1
MAP2K7               7.2     12.8
GNGT2               17.9     10.8
HES3                 1.8      7.0
CT47B1               4.7     10.0
TMEM155              1.4     11.6
TBC1D31              5.6     17.8
OR2Z1                4.5      9.7
STAU1                1.3     13.7
PTBP2                9.0     12.9
DEFB136              2.3      5.8
PRG4                 2.2      8.9
SLC19A2              6.1     13.7
AC023283.1           2.4     11.1
LACTB                1.6     18.3
TRIM33               1.9      9.9
AC018867.1           1.4      8.7
UPK3B                0.5     20.8
GHR                  0.9     18.4
ZC3H7B               1.0      6.6
C3orf22              3.8     15.8
FOXD4L5              0.5     12.3
PLPPR1               0.6     13.8
AC136612.1           9.6     10.1
KIAA0196             1.9     10.5
LIM2                 1.4      5.9
PDCD2               13.6      7.0
NME5                 0.6     15.4
KIAA1586             8.3     17.5
COQ2                 4.8     16.6
CDH5                 1.2     14.2
CCNJ                 5.8      9.7
FBXW11               5.1     10.2
DUS1L                5.0      9.5
POLR3D               1.6     15.8
MIB1                 0.4     22.6
PRAMEF5              1.6      8.7
ACTN4                8.9     11.7
ZBTB39               6.0      9.2
CWC25                1.4      8.4
NEFL                 5.6     11.9
PDSS2                1.5     12.9
OR9G4                2.7      9.6
DEPDC1               0.8      9.9
COG7                 2.5      7.1
ANKRD30A             7.0     16.6
FCER1G               2.6      8.6
PLAT                 6.5     17.5
SRGAP3               1.1      5.0
PSG1                 1.3     21.4
BRF2                 6.5     15.8
BRAT1                1.4     11.3
SH3KBP1              1.0     19.9
PYCR1                7.1     14.1
TNFSF15              3.2     23.2
SIRT3                4.4      9.2
SLC25A35             2.2     10.6
DSPP                 6.7      7.2
PIBF1                5.3      8.1
ADI1                 1.8     19.1
OLA1                 2.7      8.4
ATP6V0A1             0.7     13.6
MN1                  0.7     13.4
ZNF592               5.0     21.2
KRTAP10-8            9.0     15.8
AC066615.1           3.0     11.5
POLR3A               0.6     17.9
ALKBH2               0.8     20.9
ANKRD49             15.7     15.3
RPS5                 0.8     22.6
RALGAPB              5.4      8.0
RNF181               7.2      5.9
NAP1L6               4.2     17.5
EPAS1                2.9     14.6
SCN11A               7.8     11.0
TFG                  0.4      5.4
SSR2                 2.8     14.0
CBWD7                1.0     14.2
STMN1                0.3     10.1
CHPF2                6.6     34.0
HSPD1                1.2     21.8
GTPBP3              12.9      5.5
BTN2A2              12.2     17.9
okra                25.6     10.2
BATF3                2.2      4.9
RASSF7               5.9     11.2
WNT2B                1.3     11.5
ETS1                 2.1      7.8
CST7                 1.8      7.7
UPK1A                0.8      9.8
RSPH1                4.5     17.6
DENND4A              7.7     14.9
OCRL                 0.9     12.0
TMEM115              0.9      9.5
COPS8                0.9     17.5
HLA-DOB              2.4      9.6
PLA2G3               3.3     34.9
INO80E               0.8     22.3
C8B                  3.2     15.1
COBL                 1.3     10.9
PTGFRN               0.3     25.6
LRRC74A              5.5     27.1
PGLYRP3              2.0     13.4
EFTUD2              13.7     10.4
AL031664.1           5.9      9.6
CATSPER1             1.0      4.6
UPRT                 3.2     13.1
UQCRHL               2.1     20.8
CYP4F2               4.0     18.6
RPL26                4.4     11.7
GOLGA3               0.9      9.6
MRAP                 0.5     13.3
IL34                 0.7      4.8
FFAR4                1.4     12.3
PAQR8                1.1      6.4
PNMA6A               6.2      8.4
HNRNPK               2.1      7.1
TGFBR2               2.5      8.2
KBTBD11-OT1          2.5      7.8
ERICH4               1.4      6.6
VPS13C               1.0     10.3
CEP19                2.5     34.1
SCN7A                0.6     36.9
OCA2                 0.7      6.2
UGT8                 8.4     10.2
CDC27                0.7     14.7
ACO2                 1.0      7.9
SLC25A53             1.4      7.1
BTBD11               4.0      7.3
RGAG1                1.1      6.7
CSMD2                2.2     12.5
GNPDA2               0.8     10.0
PRR26                2.1     10.3
BCL6                 2.6     13.6
TAOK3                4.2     16.8
RPS24                1.0      6.9
FAM49A               4.9     10.4
PYGO2                7.6     16.4
FGFR1OP              0.4      8.9
MTPAP                2.3     10.8
CD4                  0.7      8.5
HABP2                6.2     11.0
ELOVL4               1.0     11.0
DEFB134              5.9     11.6
CNTLN                0.4     17.6
CSNK1A1L             1.6      8.7
HIST3H2BB            2.4     13.5
TGFB2               20.9     11.0
LRP10                1.0      9.0
SYS1                 1.6     16.2
MIP                  3.8      4.9
PSME2                2.5     22.1
AK9                  3.1      6.3
AC104981.1           1.4      5.0
