gene_name         0h    12h    24h    48h    96h 
HPSE2            295.8  419.6  542.0  839.0 1008.6 
CNNM1             35.5   33.9   26.6   15.4    2.9 
GOT1              60.0   70.5   74.0   73.1   36.8 
NKX2-3            25.1   14.1    9.1    2.3    0.1 
SLC25A28          47.2   26.9   15.5    3.3    0.1 
ENTPD7             6.9    6.4    5.8    3.3    0.6 
CUTC              23.0   26.6   24.0   16.4    5.8 
COX15             68.3   30.4   12.3    2.1    0.0 
ABCC2             11.5   12.2   11.7    6.2    1.5 
DNMBP             19.1   10.7    5.6    1.1    0.0 
CPN1              32.4   31.2   28.1   16.6    3.9 
ERLIN1            31.9   31.3   32.2   21.7    6.5 
CHUK               1.1    0.3    0.1    0.0    0.0 
CWF19L1           31.7   17.6    8.3    1.9    0.0 
BLOC1S2            8.8    4.1    1.8    0.2    0.0 
PKD2L1            42.2    5.0    0.5    0.0    0.0 
SCD               26.5   35.0   34.7   27.9   10.7 
WNT8B             13.0    8.4    4.9    1.2    0.0 
SEC31B            50.1   20.9    8.2    1.0    0.0 
RP11-411B6.6      22.5   18.8   15.5    7.2    1.0 
NDUFB8            48.5   53.9   60.3   50.0   20.0 
HIF1AN            14.5   11.5    7.1    2.2    0.2 
PAX2              21.9   25.6   23.3   16.2    4.6 
SLF2              32.3   11.1    3.3    0.2    0.0 
MRPL43             4.6    2.7    1.2    0.2    0.0 
SEMA4G            90.0   79.2   66.1   28.5    4.0 
C10orf2           28.2   29.7   26.5   21.1    6.1 
LZTS2             34.6   24.7   15.4    5.3    0.3 
PDZD7              6.2    4.4    3.2    1.3    0.1 
SFXN3             41.3   22.7   10.2    1.8    0.0 
KAZALD1          104.4   54.1   26.9    5.2    0.1 
TLX1              22.7   17.9   15.1    7.8    1.3 
LBX1              36.8   38.2   34.4   22.0    4.8 
BTRC              95.0   57.6   31.3    5.6    0.2 
DPCD              58.1   25.6    8.3    1.0    0.0 
POLL              12.2   10.0    6.5    3.1    0.3 
FBXW4             26.8   39.7   46.6   55.1   48.2 
FGF8              13.0    8.8    5.2    1.7    0.1 
NPM3              14.9    2.9    0.5    0.0    0.0 
MGEA5              6.4    3.7    1.7    0.3    0.0 
KCNIP2            81.0   48.7   21.9    4.7    0.1 
C10orf76          21.5   17.7   15.2    8.6    1.7 
HPS6              28.8   25.9   20.2   11.0    1.5 
LDB1               4.3    0.1    0.0    0.0    0.0 
PPRC1              5.9    4.3    2.8    1.0    0.1 
NOLC1             13.8   16.2   18.9   19.4   11.9 
ELOVL3           148.6  180.3  153.7  117.1   37.9 
PITX3             47.4   45.8   48.0   36.2   12.5 
GBF1              35.3   26.8   17.9    7.7    0.7 
NFKB2            260.7  239.6  208.5  106.7   22.3 
PSD               85.5   31.1   10.3    0.8    0.0 
FBXL15            18.4    7.2    2.1    0.2    0.0 
CUEDC2            34.8   15.1    6.9    1.0    0.0 
C10orf95          15.1   10.9    7.6    2.6    0.2 
MFSD13A            8.4    6.0    3.3    1.0    0.1 
ACTR1A             4.5    1.3    0.3    0.0    0.0 
SUFU               5.5    1.1    0.3    0.0    0.0 
TRIM8             27.1   26.7   28.4   21.1    7.9 
ARL3             117.2  108.4   89.3   54.5    9.5 
SFXN2             10.2    5.9    2.8    0.5    0.0 
WBP1L             45.1   50.5   49.5   38.4   14.4 
CYP17A1           19.0   16.6   12.1    6.1    0.9 
BORCS7             8.0    3.5    1.4    0.2    0.0 
BORCS7-ASMT        5.9    5.4    4.0    2.1    0.3 
AS3MT             66.9   79.9   93.0   78.2   37.9 
CNNM2             46.8   36.7   25.6   10.9    1.0 
NT5C2             95.6  117.5  130.1  141.2   85.2 
RPEL1             11.9   10.8   11.1    6.8    2.0 
INA              309.2  524.6  778.7 1634.0 3196.6 
PCGF6             36.2   16.6    7.5    1.0    0.0 
TAF5               3.4    1.0    0.3    0.0    0.0 
USMG5             65.1   34.1   19.1    3.6    0.1 
PDCD11            80.1   55.0   40.4   15.4    1.0 
CALHM2            21.3   31.5   38.2   46.3   37.8 
CALHM1             4.6    3.0    1.9    0.6    0.0 
CALHM3            33.5   25.0   15.6    5.7    0.4 
NEURL1             4.6    2.5    1.2    0.2    0.0 
SH3PXD2A          15.5    6.5    2.3    0.2    0.0 
OBFC1             85.9  110.9  117.7  114.0   67.2 
SLK               86.9   86.7   89.4   78.3   28.0 
COL17A1           54.9   98.2  137.2  244.5  385.5 
SFR1              40.5    8.4    1.6    0.0    0.0 
CFAP43            38.1   30.6   20.1    8.2    0.7 
GSTO1              7.9    3.0    1.0    0.1    0.0 
GSTO2             11.2   12.4   15.6   15.7   10.7 
ITPRIP            21.9   19.6   13.4    6.1    0.7 
CFAP58            69.4   64.2   52.8   28.0    4.6 
SORCS3           102.0  165.5  200.8  264.5  339.5 
SORCS1           123.6   99.2   65.2   24.5    2.3 
XPNPEP1           15.9    4.8    1.3    0.1    0.0 
ADD3              45.9   43.5   23.7   10.5    1.1 
MXI1              88.0   92.1  101.7   85.0   34.5 
SMNDC1            19.3    4.1    0.8    0.0    0.0 
DUSP5             26.8   38.2   42.6   52.2   47.1 
SMC3             135.7   99.3   63.4   24.7    1.7 
RBM20              2.6    2.0    1.3    0.4    0.0 
PDCD4              7.5    8.2    8.3    7.1    2.7 
BBIP1             55.6   59.6   52.2   39.3   11.6 
SHOC2             26.9   15.5    8.0    1.8    0.1 
ADRA2A           248.0   55.9    9.9    0.3    0.0 
GPAM               5.9    6.1    5.6    3.7    1.1 
TECTB             30.3    7.3    1.9    0.1    0.0 
ACSL5             11.8    8.0    4.6    1.5    0.1 
ZDHHC6           240.2  225.1  228.0  160.4   59.7 
VTI1A             10.0    3.2    1.0    0.1    0.0 
TCF7L2            56.8   80.7   86.1   89.9   60.8 
HABP2             71.1   57.8   40.5   16.1    1.5 
NRAP              15.9   13.2    8.8    4.0    0.4 
CASP7             16.3   13.8    9.9    5.2    0.6 
PLEKHS1           27.2   24.0   17.5    8.8    1.5 
DCLRE1A           12.3    9.6    5.2    1.8    0.1 
NHLRC2            18.6   18.1   17.6   11.9    3.4 
ADRB1             27.2   25.3   23.6   13.6    3.2 
CCDC186           11.6   14.1   16.0   15.2    7.8 
TDRD1             25.3   22.8   21.7   13.5    2.8 
VWA2              25.9   22.0   16.8    7.3    0.9 
AFAP1L2           15.3    9.9    6.4    2.2    0.1 
ABLIM1            83.2   80.2   57.5   30.8    4.5 
FAM160B1          38.8   57.9   75.6  102.3   88.5 
TRUB1             59.7   54.4   50.9   25.8    5.0 
ATRNL1            22.9   20.3   15.0    6.5    0.9 
GFRA1             26.1   19.1   12.9    4.5    0.4 
CCDC172           80.9   69.3   46.3   22.5    2.6 
PNLIPRP3          13.3   14.2   14.9   10.0    3.4 
PNLIP             21.9   18.5   12.3    4.2    0.3 
PNLIPRP1           6.7    2.8    1.2    0.2    0.0 
C10orf82          82.6   78.2   67.3   33.5    6.3 
HSPA12A            2.5    2.2    1.4    0.5    0.0 
ENO4               5.5    3.9    3.0    0.9    0.1 
SHTN1            116.5  109.3   91.7   50.0    9.6 
AC023283.1        28.4   22.0   15.2    5.9    0.6 
VAX1               4.6    1.3    0.4    0.0    0.0 
KCNK18             6.3    2.2    0.8    0.1    0.0 
SLC18A2           13.3    1.1    0.1    0.0    0.0 
PDZD8             16.1   10.8    6.3    1.8    0.1 
EMX2               4.1    1.9    0.7    0.1    0.0 
RAB11FIP2         17.2   23.5   27.9   33.3   25.6 
FAM204A           48.7   65.6   63.2   50.1   22.3 
PRLHR             24.6   20.2   15.4    6.1    0.6 
CACUL1            11.7    3.8    1.2    0.1    0.0 
NANOS1            50.0   37.2   24.7    9.7    0.9 
EIF3A             39.5   32.1   20.5    8.6    0.8 
FAM45A           109.2  115.4   87.3   55.8   11.6 
SFXN4              8.7    5.3    3.0    0.7    0.0 
PRDX3             13.6    9.0    5.6    1.5    0.1 
GRK5              14.4   14.0   13.3    8.7    2.8 
RGS10            207.7  148.4   92.0   32.2    2.0 
TIAL1             35.7   42.2   45.2   54.0   40.2 
BAG3              49.9   28.9   17.4    4.3    0.1 
INPP5F           121.1  203.3  265.1  423.4  537.5 
MCMBP             29.7   32.4   33.5   21.6    8.8 
SEC23IP           23.2   22.0   18.1   10.2    2.2 
PLPP4             66.4   40.1   24.3    5.8    0.2 
WDR11             28.2   19.2   10.3    3.0    0.1 
FGFR2             16.0    5.8    1.6    0.1    0.0 
ATE1              29.6   39.7   43.5   53.3   38.3 
NSMCE4A           36.5   40.5   41.0   40.5   24.4 
TACC2             68.8   42.1   25.8    6.3    0.2 
BTBD16            44.8   11.9    2.3    0.1    0.0 
PLEKHA1           49.7   28.8   15.9    3.3    0.1 
ARMS2             90.0   70.3   50.2   20.9    2.3 
HTRA1             36.5   48.8   46.9   45.1   26.8 
DMBT1             91.9   48.6   25.9    4.8    0.1 
C10orf120         39.0   25.0   17.5    4.7    0.3 
CUZD1             40.6   25.7   12.7    3.1    0.1 
FAM24B            15.3   22.5   30.7   38.2   52.4 
FAM24A             3.5    1.3    0.4    0.0    0.0 
C10orf88          13.8    5.5    2.1    0.2    0.0 
PSTK              67.9   55.4   39.3   14.1    1.2 
IKZF5             42.7   17.1    6.1    0.7    0.0 
ACADSB            37.8   27.6   17.4    6.4    0.5 
HMX3              19.5   22.1   22.7   17.3    6.3 
HMX2              26.8   29.4   28.5   21.1    7.7 
BUB3              36.5   63.9   93.4  178.0  336.4 
GPR26            144.3   94.3   69.7   24.0    1.4 
CPXM2              9.1   13.4   20.5   30.7   51.8 
CHST15            24.5   15.9   10.1    2.8    0.2 
OAT                2.4    1.4    0.6    0.1    0.0 
NKX1-2            19.7   14.5    9.2    2.8    0.2 
LHPP             137.0  146.7  169.0  152.5   63.8 
RP11-12J10.3      60.6   34.9   19.3    4.6    0.2 
FAM53B            94.2   99.7   87.8   59.9   15.4 
METTL10            4.9    4.0    2.9    1.2    0.1 
FAM175B           47.2   44.6   30.5   16.2    2.1 
ZRANB1            19.4   24.0   28.9   26.9   16.1 
CTBP2              8.8    6.6    4.9    1.9    0.2 
TEX36             13.3   11.7   10.3    6.6    1.3 
EDRF1              9.2    6.8    4.3    1.4    0.1 
MMP21             28.0   18.8   11.0    3.5    0.2 
UROS              26.3   11.2    5.0    0.6    0.0 
BCCIP              4.5    1.7    0.7    0.1    0.0 
DHX32             72.4   87.6   79.8   60.2   28.0 
FANK1              5.1    2.4    0.9    0.1    0.0 
ADAM12             6.7    2.1    0.5    0.0    0.0 
C10orf90          23.2    9.4    4.5    0.7    0.0 
DOCK1             97.1   64.1   42.7   12.7    0.7 
FAM196A            7.6    4.1    2.0    0.5    0.0 
NPS               90.6   77.2   55.4   28.0    4.4 
FOXI2             87.5   83.9   56.4   31.6    3.9 
CLRN3              6.8    3.3    1.4    0.2    0.0 
PTPRE             79.2   67.9   52.9   26.0    3.1 
MKI67             19.5   30.2   40.2   55.9   74.9 
MGMT              15.3    6.4    2.5    0.3    0.0 
EBF3              21.9   21.3   19.2   13.2    3.4 
LINC00959          8.1    2.3    0.6    0.0    0.0 
GLRX3            327.1  386.6  313.6  265.0   81.3 
TCERG1L           51.4   47.7   41.2   28.6    5.3 
PPP2R2D           88.7   53.9   26.9    5.5    0.2 
BNIP3             26.1   31.3   35.2   29.7   13.0 
JAKMIP3          152.4  143.6  132.5   80.2   24.0 
DPYSL4            21.5    9.3    3.5    0.4    0.0 
STK32C             7.3    7.9    7.8    6.5    2.4 
LRRC27            10.9    7.7    4.5    1.4    0.1 
PWWP2B            11.1    7.8    5.8    2.2    0.2 
INPP5A             4.2    0.8    0.1    0.0    0.0 
NKX6-2             2.4    2.0    1.6    0.7    0.1 
CFAP46            18.3    6.6    2.5    0.2    0.0 
ADGRA1            14.8   11.8    7.5    2.7    0.2 
KNDC1             21.6   13.6    6.2    1.4    0.0 
UTF1             106.3  146.1  194.4  291.2  303.5 
VENTX             12.5    3.9    1.1    0.1    0.0 
ADAM8            215.0  254.7  267.7  216.7   96.3 
TUBGCP2           15.4   16.6   17.4   11.5    5.4 
ZNF511           121.8  159.7  158.6  110.8   38.7 
ZNF511-PRAP1      16.1   17.0   12.0    6.9    1.1 
CALY              94.7  151.6  183.2  274.7  343.8 
PRAP1             14.3   11.0    7.8    3.1    0.3 
FUOM               5.9    4.0    2.2    0.7    0.0 
ECHS1             53.5   38.7   23.8    7.9    0.5 
PAOX              21.8   17.7   13.0    5.3    0.4 
RP11-108K14.8    184.1  315.2  481.8  943.0 1454.9 
MTG1              20.8   23.4   23.5   18.0    7.3 
SPRN               8.7    3.5    1.1    0.1    0.0 
CYP2E1            45.3   70.2   98.7  141.5  184.7 
SYCE1            237.8  280.4  269.3  273.2  137.9 
FRG2B              8.9    7.1    4.2    1.8    0.1 
IQSEC3           130.8   59.8   20.4    1.9    0.0 
SLC6A12          120.1  130.3  121.9   77.1   23.9 
SLC6A13           33.7   26.4   21.4    7.9    1.0 
KDM5A              8.7    3.7    1.3    0.2    0.0 
CCDC77            19.1   16.7   10.9    4.4    0.4 
B4GALNT3          27.8   19.6   13.2    4.6    0.4 
NINJ2            141.3  159.6  184.7  137.8   63.3 
WNK1              49.2   33.2   17.3    5.5    0.2 
RAD52             90.1  128.2  148.8  138.5   76.3 
ERC1              93.8   58.8   39.4   11.6    0.7 
WNT5B             26.6    7.3    1.9    0.1    0.0 
FBXL14            10.4    5.3    2.4    0.5    0.0 
ADIPOR2            3.5    1.9    0.9    0.2    0.0 
CACNA2D4         289.1  299.1  273.2  178.9   60.5 
LRTM2             13.2   16.7   16.2   14.3    6.5 
DCP1B              3.6    2.7    1.9    0.8    0.1 
CACNA1C          113.8  124.0  114.9   86.2   27.3 
FKBP4             37.8   39.3   36.1   29.6   10.3 
ITFG2              4.8    1.2    0.3    0.0    0.0 
NRIP2             23.3   22.5   14.2    6.2    0.8 
RP4-816N1.8      155.9  170.2  148.0  113.5   39.9 
FOXM1             86.0   95.2   98.1   82.0   30.9 
RHNO1             38.6   16.4    6.2    0.7    0.0 
TULP3             15.0    2.0    0.2    0.0    0.0 
TEAD4             62.1   55.9   50.4   32.5    6.5 
TSPAN9            72.3   84.1   69.3   43.8    9.6 
PRMT8            108.2   63.3   35.0    7.4    0.2 
CRACR2A           30.5   29.4   19.7    9.2    1.4 
PARP11            50.8   50.1   48.6   40.9   14.0 
CCND2              9.6    9.3    7.7    4.6    1.0 
TIGAR              9.0    3.2    0.8    0.1    0.0 
FGF23             59.6   36.1   19.1    4.5    0.1 
FGF6              54.4   56.7   63.8   46.7   18.7 
C12orf4           53.3   37.6   25.4    7.6    0.4 
RAD51AP1         165.3  168.1  127.0   77.8   15.8 
DYRK4             17.2    9.3    4.1    0.7    0.0 
RP11-500M8.7      50.0   43.6   33.2   14.7    2.2 
AKAP3            156.9  217.6  242.2  272.1  239.0 
NDUFA9            27.0   19.1   11.0    2.4    0.1 
RP11-234B24.6     35.6   11.4    2.9    0.2    0.0 
GALNT8            32.0   29.0   24.5   12.4    2.0 
KCNA6             34.8   41.7   54.1   55.6   50.6 
KCNA1             24.8   27.4   31.6   35.1   19.8 
KCNA5             19.1   22.4   21.0   17.0    5.8 
NTF3               3.4    0.8    0.1    0.0    0.0 
ANO2              26.3   31.8   37.1   33.1   16.3 
VWF              190.7  269.6  338.2  431.8  485.2 
CD9               11.6    7.1    4.7    1.2    0.1 
PLEKHG6           89.3   91.4   85.4   63.5   15.4 
TNFRSF1A         141.9  108.4   68.6   22.6    1.7 
SCNN1A            43.8   39.8   32.9   16.0    2.6 
LTBR               7.1    3.7    2.0    0.4    0.0 
CD27              86.3   99.3  104.8  100.5   48.0 
TAPBPL            27.3   24.1   21.1   13.3    2.5 
VAMP1            190.0  313.1  460.4  763.9 1377.0 
MRPL51           105.1  152.9  191.0  229.4  193.8 
NCAPD2             9.3    4.7    2.1    0.3    0.0 
GAPDH             26.2   31.0   38.6   45.5   40.1 
IFFO1             56.9   63.1   57.4   35.2    9.8 
NOP2               9.5    2.9    0.8    0.0    0.0 
CHD4               5.1    1.8    0.7    0.1    0.0 
LPAR5              6.3    0.7    0.1    0.0    0.0 
ACRBP             11.8    8.7    5.1    1.5    0.1 
ING4             293.9  269.4  269.6  193.1   64.3 
ZNF384             9.5    6.1    3.5    0.7    0.0 
PIANP             19.0    6.2    1.8    0.1    0.0 
COPS7A            60.3   87.9  110.9  134.9  118.1 
MLF2             257.7  259.5  197.8  130.6   25.1 
PTMS              57.2   65.9   64.0   73.6   42.3 
LAG3              23.1   17.2    9.4    2.9    0.1 
CD4                6.6    3.7    1.8    0.4    0.0 
GPR162            24.4   16.9   10.9    3.3    0.2 
P3H3              20.6   35.9   49.7   71.3  125.4 
GNB3               6.3    1.0    0.1    0.0    0.0 
CDCA3             17.0   18.5   19.2   14.0    5.2 
USP5              69.6   91.5   97.2   82.1   49.2 
TPI1             281.9  167.9   85.7   20.6    0.5 
SPSB2             37.3   24.7   13.5    3.4    0.1 
LRRC23            10.3    9.3    7.5    3.4    0.5 
ENO2              74.3   95.4   98.1   88.2   33.3 
ATN1               9.1   11.4   12.7   11.8    6.3 
C12orf57          12.8    5.4    2.0    0.2    0.0 
PTPN6              6.8    3.4    2.1    0.4    0.0 
PHB2              25.3   15.0    7.9    1.3    0.0 
EMG1              66.0   87.2   82.7   59.1   18.2 
RP3-461F17.3      33.0   40.9   48.3   44.6   30.1 
LPCAT3            44.6   32.5   23.7    9.9    0.9 
C1S               53.2   87.2  132.9  263.2  573.1 
C1R                2.3    2.5    2.3    1.6    0.5 
C1RL             183.8   65.3   24.0    2.3    0.0 
RBP5               2.5    2.9    3.6    3.7    2.2 
CLSTN3            21.6   21.2   18.4    9.1    2.1 
PEX5              10.2   12.9   13.5   13.5    8.3 
ACSM4             94.0   95.5   98.9   82.6   30.6 
CD163L1           23.9   15.3    6.9    1.3    0.0 
CD163             78.8  125.6  199.2  378.1  770.7 
APOBEC1           49.1   24.3    9.6    1.5    0.0 
GDF3              22.2   16.7   10.6    4.0    0.3 
DPPA3             36.9   34.2   30.6   24.6    7.6 
CLEC4C            97.4   67.4   34.4   12.0    0.5 
NANOGNB           15.8    7.4    2.4    0.3    0.0 
NANOG             21.3   26.2   24.4   20.8    8.0 
SLC2A14          126.1   71.7   39.3    9.9    0.4 
SLC2A3           200.7  193.7  158.7   85.1   15.6 
FOXJ2             39.2   48.7   55.2   62.7   45.8 
C3AR1             30.6   49.9   70.9  104.8  160.8 
NECAP1            98.4   82.7   66.8   33.8    5.2 
CLEC4A            26.9   18.2   12.2    4.1    0.3 
ZNF705A          174.2  260.2  329.6  414.8  325.5 
FAM90A1           32.4   22.1   13.6    3.4    0.2 
CLEC6A            42.2   67.0   80.4  123.5  135.0 
CLEC4D             5.8    2.1    0.9    0.1    0.0 
CLEC4E             4.3    2.2    1.1    0.2    0.0 
AICDA             64.5   82.0   82.8   74.0   31.7 
MFAP5             22.2   24.5   23.0   23.3   10.8 
RIMKLB            70.2   53.6   43.3   17.4    2.3 
